action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Turnaround Fadeaway shot,Jump Shot,140,36,3,0,2010,14,1.0,POR,252,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,47,244,4,0,2010,24,0.0,POR,550,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,36,201,4,0,2010,20,0.0,POR,370,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,103,165,4,0,2010,19,1.0,POR,279,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,94,14,4,0,2010,9,1.0,POR,46,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-76,131,4,0,2010,15,1.0,POR,4,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-103,61,5,0,2010,11,0.0,POR,111,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,13,85,5,0,2010,8,1.0,POR,27,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-89,105,1,0,2010,13,1.0,LAC,701,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,78,101,1,0,2010,12,1.0,LAC,601,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,192,176,1,0,2010,26,0.0,LAC,530,False,True,False,False,False,True,False,False,1,0
Turnaround Fadeaway shot,Jump Shot,-141,64,1,0,2010,15,0.0,LAC,198,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,36,167,2,0,2010,17,0.0,LAC,332,True,False,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,-16,28,3,0,2010,3,0.0,LAC,579,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-193,118,3,0,2010,22,1.0,LAC,519,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,94,231,3,0,2010,24,1.0,LAC,428,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-166,197,3,0,2010,25,0.0,LAC,398,False,True,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,67,167,3,0,2010,17,1.0,LAC,262,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,53,271,3,0,2010,27,1.0,LAC,226,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,113,246,3,0,2010,27,0.0,LAC,193,False,True,False,False,False,True,False,False,1,0
Floating Jump shot,Jump Shot,-10,31,3,0,2010,3,1.0,LAC,83,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-175,173,1,0,2010,24,0.0,OKC,681,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,24,160,1,0,2010,16,0.0,OKC,627,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,171,-3,1,0,2010,17,0.0,OKC,502,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-116,3,1,0,2010,11,1.0,OKC,405,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-32,140,1,0,2010,14,1.0,OKC,320,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,223,15,2,0,2010,22,0.0,OKC,316,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-191,0,2,0,2010,19,1.0,OKC,234,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-194,156,3,0,2010,24,0.0,OKC,666,False,True,False,False,False,True,False,False,0,0
Driving Finger Roll Layup Shot,Layup,1,6,3,0,2010,0,1.0,OKC,585,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,214,176,3,0,2010,27,0.0,OKC,396,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,61,113,3,0,2010,12,1.0,OKC,266,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-229,11,4,0,2010,22,0.0,OKC,563,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-87,105,4,0,2010,13,0.0,OKC,456,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,-15,205,4,0,2010,20,0.0,OKC,425,True,False,False,False,False,True,False,False,0,0
Running Bank shot,Bank Shot,-68,33,4,0,2010,7,1.0,OKC,356,True,False,True,False,False,False,False,False,0,0
Jump Shot,Jump Shot,165,184,4,0,2010,24,1.0,OKC,278,False,True,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,212,93,4,0,2010,23,0.0,OKC,145,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,189,108,4,0,2010,21,0.0,OKC,102,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,10,4,4,0,2010,1,0.0,OKC,65,True,False,False,False,False,False,True,False,0,0
Turnaround Jump Shot,Jump Shot,119,19,1,0,2010,12,0.0,MIN,614,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,-122,143,1,0,2010,18,0.0,MIN,490,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-128,149,1,0,2010,19,1.0,MIN,258,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-13,160,2,0,2010,16,1.0,MIN,141,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,2,116,2,0,2010,11,0.0,MIN,109,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-188,156,3,0,2010,24,0.0,MIN,643,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,106,220,3,0,2010,24,0.0,MIN,532,False,True,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,70,53,3,0,2010,8,0.0,MIN,497,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,-120,127,3,0,2010,17,1.0,MIN,430,True,False,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,-4,15,3,0,2010,1,1.0,MIN,214,True,False,False,True,False,False,False,False,0,0
Pullup Jump shot,Jump Shot,103,110,3,0,2010,15,1.0,MIN,151,True,False,False,False,False,True,False,False,0,0
Step Back Jump shot,Jump Shot,15,149,4,0,2010,14,0.0,MIN,345,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,133,142,4,0,2010,19,1.0,MIN,63,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,10,48,1,0,2010,4,0.0,CHA,701,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,116,135,1,0,2010,17,0.0,CHA,572,True,False,False,False,False,True,False,False,1,0
Hook Shot,Hook Shot,1,23,1,0,2010,2,0.0,CHA,540,True,False,False,False,True,False,False,False,1,0
Jump Shot,Jump Shot,152,104,1,0,2010,18,1.0,CHA,462,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,23,4,1,0,2010,2,1.0,CHA,416,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,9,258,1,0,2010,25,0.0,CHA,378,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-46,219,1,0,2010,22,0.0,CHA,363,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-2,31,1,0,2010,3,0.0,CHA,295,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,34,30,1,0,2010,4,0.0,CHA,196,True,False,False,False,False,True,False,False,1,0
Turnaround Fadeaway shot,Jump Shot,-122,26,1,0,2010,12,1.0,CHA,44,True,False,False,False,False,True,False,False,1,0
Turnaround Fadeaway shot,Jump Shot,-43,48,1,0,2010,6,1.0,CHA,21,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,72,198,2,0,2010,21,0.0,CHA,230,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-32,41,2,0,2010,5,0.0,CHA,216,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,23,1,2,0,2010,2,1.0,CHA,109,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,39,37,2,0,2010,5,0.0,CHA,71,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,78,149,3,0,2010,16,0.0,CHA,683,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-117,225,3,0,2010,25,0.0,CHA,204,False,True,False,False,False,True,False,False,1,0
Turnaround Bank shot,Bank Shot,-48,33,3,0,2010,5,1.0,CHA,162,True,False,True,False,False,False,False,False,1,0
Jump Shot,Jump Shot,-239,0,3,0,2010,23,1.0,CHA,123,False,True,False,False,False,True,False,False,1,0
Turnaround Bank shot,Bank Shot,72,11,3,0,2010,7,1.0,CHA,31,True,False,True,False,False,False,False,False,1,0
Jump Shot,Jump Shot,-149,137,1,0,2010,20,0.0,SAS,500,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,99,28,1,0,2010,10,0.0,SAS,493,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,83,47,1,0,2010,9,0.0,SAS,471,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,143,61,1,0,2010,15,1.0,SAS,377,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,-98,19,1,0,2010,9,1.0,SAS,348,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,40,203,1,0,2010,20,0.0,SAS,218,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,-32,3,1,0,2010,3,1.0,SAS,212,True,False,False,False,False,False,True,False,0,0
Turnaround Jump Shot,Jump Shot,124,-2,1,0,2010,12,1.0,SAS,172,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-194,149,1,0,2010,24,0.0,SAS,40,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,160,11,2,0,2010,16,1.0,SAS,322,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-120,60,2,0,2010,13,0.0,SAS,288,True,False,False,False,False,True,False,False,0,0
Turnaround Bank shot,Bank Shot,-79,20,2,0,2010,8,1.0,SAS,263,True,False,True,False,False,False,False,False,0,0
Jump Shot,Jump Shot,236,26,2,0,2010,23,1.0,SAS,197,False,True,False,False,False,True,False,False,0,0
Step Back Jump shot,Jump Shot,26,146,2,0,2010,14,1.0,SAS,165,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,18,268,2,0,2010,26,0.0,SAS,1,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,138,36,3,0,2010,14,0.0,SAS,654,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,127,-3,3,0,2010,12,1.0,SAS,646,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,173,143,3,0,2010,22,0.0,SAS,576,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,140,-5,3,0,2010,14,0.0,SAS,206,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,160,47,3,0,2010,16,1.0,SAS,160,True,False,False,False,False,True,False,False,0,0
Pullup Jump shot,Jump Shot,130,157,3,0,2010,20,0.0,SAS,126,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-147,108,4,0,2010,18,1.0,SAS,245,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-146,143,4,0,2010,20,0.0,SAS,194,True,False,False,False,False,True,False,False,0,0
Turnaround Fadeaway shot,Jump Shot,108,69,1,0,2010,12,1.0,ATL,225,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,-19,15,2,0,2010,2,0.0,ATL,333,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-204,15,2,0,2010,20,0.0,ATL,328,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-4,66,2,0,2010,6,1.0,ATL,294,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,32,178,2,0,2010,18,1.0,ATL,191,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,111,197,2,0,2010,22,1.0,ATL,156,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,100,178,2,0,2010,20,0.0,ATL,89,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,20,20,2,0,2010,2,1.0,ATL,71,True,False,False,False,False,False,True,False,0,0
Fadeaway Jump Shot,Jump Shot,181,15,2,0,2010,18,0.0,ATL,34,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,214,140,3,0,2010,25,0.0,ATL,515,False,True,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-67,148,3,0,2010,16,0.0,ATL,477,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-228,9,3,0,2010,22,0.0,ATL,255,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,195,3,0,2010,24,0.0,ATL,174,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,151,151,4,0,2010,21,0.0,ATL,346,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,12,66,4,0,2010,6,0.0,ATL,313,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,241,60,4,0,2010,24,1.0,ATL,200,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-117,151,1,0,2010,19,1.0,MIA,601,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,113,235,1,0,2010,26,1.0,MIA,543,False,True,False,False,False,True,False,False,0,0
Running Dunk Shot,Dunk,17,22,1,0,2010,2,1.0,MIA,506,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,20,254,2,0,2010,25,1.0,MIA,509,False,True,False,False,False,True,False,False,0,0
Layup Shot,Layup,24,3,2,0,2010,2,1.0,MIA,293,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-139,176,2,0,2010,22,0.0,MIA,221,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-82,11,2,0,2010,8,0.0,MIA,39,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-109,69,3,0,2010,12,0.0,MIA,567,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,155,206,3,0,2010,25,0.0,MIA,512,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,141,156,3,0,2010,21,0.0,MIA,407,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-51,3,3,0,2010,5,0.0,MIA,90,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-229,30,4,0,2010,23,1.0,MIA,248,False,True,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,-101,126,4,0,2010,16,0.0,MIA,201,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-228,77,4,0,2010,24,0.0,MIA,66,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,103,265,4,0,2010,28,0.0,MIA,20,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-138,138,4,0,2010,19,0.0,MIA,10,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,91,231,1,0,2010,24,0.0,DAL,376,False,True,False,False,False,True,False,False,0,0
Floating Jump shot,Jump Shot,47,75,1,0,2010,8,1.0,DAL,348,True,False,False,False,False,True,False,False,0,0
Driving Bank shot,Bank Shot,-23,30,1,0,2010,3,0.0,DAL,292,True,False,True,False,False,False,False,False,0,0
Jump Shot,Jump Shot,166,123,1,0,2010,20,0.0,DAL,193,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,-52,108,1,0,2010,11,0.0,DAL,155,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,113,45,2,0,2010,12,1.0,DAL,274,True,False,False,False,False,True,False,False,0,0
Turnaround Jump Shot,Jump Shot,13,132,2,0,2010,13,1.0,DAL,203,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,190,156,2,0,2010,24,0.0,DAL,139,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-101,4,2,0,2010,10,0.0,DAL,107,True,False,False,False,False,True,False,False,0,0
Driving Dunk Shot,Dunk,-4,6,2,0,2010,0,1.0,DAL,53,True,False,False,True,False,False,False,False,0,0
Floating Jump shot,Jump Shot,42,149,3,0,2010,15,0.0,DAL,706,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,24,7,3,0,2010,2,0.0,DAL,427,True,False,False,False,False,False,True,False,0,0
Floating Jump shot,Jump Shot,-23,45,3,0,2010,5,1.0,DAL,333,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-119,116,3,0,2010,16,0.0,DAL,122,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,92,203,4,0,2010,22,0.0,DAL,338,True,False,False,False,False,True,False,False,0,0
Fadeaway Jump Shot,Jump Shot,179,23,4,0,2010,18,1.0,DAL,164,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,28,219,4,0,2010,22,0.0,DAL,120,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,83,149,4,0,2010,17,0.0,DAL,55,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-163,197,1,0,2010,25,0.0,ORL,670,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-106,129,1,0,2010,16,0.0,ORL,562,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-73,31,1,0,2010,7,0.0,ORL,506,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,113,146,1,0,2010,18,0.0,ORL,268,True,False,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,31,63,1,0,2010,7,1.0,ORL,173,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-138,101,2,0,2010,17,0.0,ORL,327,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,-130,12,2,0,2010,13,0.0,ORL,206,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,24,116,2,0,2010,11,0.0,ORL,154,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,-106,71,2,0,2010,12,0.0,ORL,68,True,False,False,False,False,True,False,False,1,0
Floating Jump shot,Jump Shot,-5,63,3,0,2010,6,0.0,ORL,548,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,12,200,3,0,2010,20,1.0,ORL,521,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,129,86,3,0,2010,15,0.0,ORL,444,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,-100,-3,3,0,2010,10,1.0,ORL,243,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,97,123,3,0,2010,15,1.0,ORL,196,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-90,58,3,0,2010,10,1.0,ORL,117,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,48,181,3,0,2010,18,0.0,ORL,92,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,37,4,0,2010,15,0.0,ORL,313,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-84,201,1,0,2010,21,0.0,MIN,696,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,100,154,1,0,2010,18,0.0,MIN,437,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,91,135,1,0,2010,16,0.0,MIN,341,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,-26,11,1,0,2010,2,0.0,MIN,154,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,144,127,2,0,2010,19,0.0,MIN,144,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-108,265,2,0,2010,28,1.0,MIN,53,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,1,272,2,0,2010,27,1.0,MIN,32,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-79,250,3,0,2010,26,0.0,MIN,270,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,111,156,3,0,2010,19,0.0,MIN,245,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-2,116,3,0,2010,11,1.0,MIN,189,True,False,False,False,False,True,False,False,1,0
Running Reverse Layup Shot,Layup,-23,0,3,0,2010,2,1.0,MIN,46,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,144,225,3,0,2010,26,0.0,MIN,17,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,103,143,4,0,2010,17,1.0,MIN,342,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-127,160,4,0,2010,20,0.0,MIN,86,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,91,145,1,0,2010,17,1.0,POR,540,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,111,107,1,0,2010,15,1.0,POR,337,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-220,124,1,0,2010,25,1.0,POR,225,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-131,17,1,0,2010,13,0.0,POR,150,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,209,131,2,0,2010,24,1.0,POR,143,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-175,213,2,0,2010,27,0.0,POR,97,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,231,-2,2,0,2010,23,0.0,POR,4,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-136,31,3,0,2010,13,0.0,POR,642,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-48,72,3,0,2010,8,0.0,POR,554,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,-19,0,3,0,2010,1,0.0,POR,471,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-131,0,3,0,2010,13,0.0,POR,379,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-196,217,4,0,2010,29,0.0,POR,525,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-71,25,4,0,2010,7,1.0,POR,491,True,False,False,False,False,True,False,False,1,0
Driving Reverse Layup Shot,Layup,-15,0,4,0,2010,1,1.0,POR,259,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,102,97,4,0,2010,14,0.0,POR,168,True,False,False,False,False,True,False,False,1,0
Dunk Shot,Dunk,6,0,4,0,2010,0,1.0,POR,142,True,False,False,True,False,False,False,False,1,0
Floating Jump shot,Jump Shot,-68,30,4,0,2010,7,1.0,POR,71,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,133,26,4,0,2010,13,1.0,POR,32,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,4,19,1,0,2010,1,1.0,PHX,512,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-18,71,1,0,2010,7,0.0,PHX,495,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,198,151,1,0,2010,24,0.0,PHX,368,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-54,183,1,0,2010,19,0.0,PHX,303,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-169,83,2,0,2010,18,1.0,PHX,307,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,0,83,2,0,2010,8,1.0,PHX,79,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-133,91,3,0,2010,16,0.0,PHX,678,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-100,63,3,0,2010,11,1.0,PHX,582,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,29,197,3,0,2010,19,1.0,PHX,525,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-41,58,3,0,2010,7,0.0,PHX,425,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-11,247,3,0,2010,24,1.0,PHX,346,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,176,201,3,0,2010,26,1.0,PHX,280,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,42,116,4,0,2010,12,1.0,PHX,325,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,89,137,4,0,2010,16,1.0,PHX,299,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,200,12,4,0,2010,20,0.0,PHX,270,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-86,173,4,0,2010,19,1.0,PHX,77,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,61,66,4,0,2010,8,0.0,PHX,10,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-76,47,5,0,2010,8,0.0,PHX,209,True,False,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,-134,33,5,0,2010,13,0.0,PHX,201,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-171,178,5,0,2010,24,0.0,PHX,14,False,True,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-19,203,6,0,2010,20,1.0,PHX,188,True,False,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,1,20,7,0,2010,2,0.0,PHX,244,True,False,False,False,False,False,False,True,1,0
Jump Shot,Jump Shot,-71,208,7,0,2010,21,0.0,PHX,206,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-161,200,7,0,2010,25,1.0,PHX,129,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,50,173,7,0,2010,18,0.0,PHX,44,True,False,False,False,False,True,False,False,1,0
Floating Jump shot,Jump Shot,-81,72,7,0,2010,10,1.0,PHX,14,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-152,217,1,0,2010,26,1.0,LAC,582,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,65,254,1,0,2010,26,0.0,LAC,474,False,True,False,False,False,True,False,False,1,0
Jump Bank Shot,Jump Shot,13,30,1,0,2010,3,1.0,LAC,284,True,False,False,False,False,True,False,False,1,0
Pullup Jump shot,Jump Shot,-133,209,1,0,2010,24,0.0,LAC,170,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,89,74,1,0,2010,11,0.0,LAC,139,True,False,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-60,36,2,0,2010,6,1.0,LAC,219,True,False,False,False,False,True,False,False,1,0
Turnaround Fadeaway shot,Jump Shot,56,164,2,0,2010,17,0.0,LAC,189,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,9,23,2,0,2010,2,1.0,LAC,74,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,234,26,2,0,2010,23,0.0,LAC,2,False,True,False,False,False,True,False,False,1,0
Turnaround Jump Shot,Jump Shot,-32,127,3,0,2010,13,1.0,LAC,569,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,110,118,3,0,2010,16,0.0,LAC,524,True,False,False,False,False,True,False,False,1,0
Fadeaway Jump Shot,Jump Shot,-45,105,3,0,2010,11,1.0,LAC,472,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-57,94,4,0,2010,10,0.0,LAC,499,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-166,17,4,0,2010,16,1.0,LAC,247,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-27,129,4,0,2010,13,1.0,LAC,161,True,False,False,False,False,True,False,False,1,0
