action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Driving Jump shot,Jump Shot,-34,11,2,0,2010,3,1.0,Center(C),Restricted Area,SAC,109,True,False,1,0
Layup Shot,Layup,18,12,2,0,2010,2,1.0,Center(C),Restricted Area,SAC,36,True,False,1,0
Driving Layup Shot,Layup,4,19,2,0,2010,1,1.0,Center(C),Restricted Area,SAC,6,True,False,1,0
Jump Shot,Jump Shot,-7,55,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),SAC,656,True,False,1,0
Turnaround Jump Shot,Jump Shot,-79,37,3,0,2010,8,1.0,Left Side(L),In The Paint (Non-RA),SAC,516,True,False,1,0
Jump Shot,Jump Shot,97,118,3,0,2010,15,0.0,Right Side(R),Mid-Range,SAC,233,True,False,1,0
Jump Shot,Jump Shot,-87,143,1,0,2010,16,1.0,Left Side Center(LC),Mid-Range,WAS,681,True,False,1,0
Jump Shot,Jump Shot,-175,214,1,0,2010,27,0.0,Left Side Center(LC),Above the Break 3,WAS,535,False,True,1,0
Layup Shot,Layup,-11,25,1,0,2010,2,0.0,Center(C),Restricted Area,WAS,234,True,False,1,0
Jump Shot,Jump Shot,231,-3,1,0,2010,23,0.0,Right Side(R),Right Corner 3,WAS,228,False,True,1,0
Driving Layup Shot,Layup,2,28,1,0,2010,2,1.0,Center(C),Restricted Area,WAS,182,True,False,1,0
Jump Shot,Jump Shot,-187,64,1,0,2010,19,1.0,Left Side(L),Mid-Range,WAS,128,True,False,1,0
Jump Shot,Jump Shot,-112,129,2,0,2010,17,0.0,Left Side Center(LC),Mid-Range,WAS,243,True,False,1,0
Layup Shot,Layup,13,19,2,0,2010,2,1.0,Center(C),Restricted Area,WAS,141,True,False,1,0
Floating Jump shot,Jump Shot,0,119,2,0,2010,11,1.0,Center(C),In The Paint (Non-RA),WAS,97,True,False,1,0
Layup Shot,Layup,-13,22,2,0,2010,2,1.0,Center(C),Restricted Area,WAS,71,True,False,1,0
Layup Shot,Layup,18,26,3,0,2010,3,0.0,Center(C),Restricted Area,WAS,500,True,False,1,0
Jump Shot,Jump Shot,-139,208,3,0,2010,25,1.0,Left Side Center(LC),Above the Break 3,WAS,483,False,True,1,0
Layup Shot,Layup,0,28,3,0,2010,2,0.0,Center(C),Restricted Area,WAS,307,True,False,1,0
Layup Shot,Layup,-27,19,3,0,2010,3,0.0,Center(C),Restricted Area,WAS,218,True,False,1,0
Turnaround Jump Shot,Jump Shot,-13,102,4,0,2010,10,1.0,Center(C),In The Paint (Non-RA),WAS,323,True,False,1,0
Layup Shot,Layup,9,25,4,0,2010,2,1.0,Center(C),Restricted Area,WAS,148,True,False,1,0
Jump Shot,Jump Shot,-155,137,4,0,2010,20,0.0,Left Side Center(LC),Mid-Range,WAS,36,True,False,1,0
Jump Bank Shot,Jump Shot,-29,22,1,0,2010,3,1.0,Center(C),Restricted Area,LAC,619,True,False,0,0
Jump Shot,Jump Shot,73,85,1,0,2010,11,0.0,Right Side(R),In The Paint (Non-RA),LAC,478,True,False,0,0
Alley Oop Dunk Shot,Dunk,31,3,1,0,2010,3,1.0,Center(C),Restricted Area,LAC,425,True,False,0,0
Fadeaway Jump Shot,Jump Shot,64,60,1,0,2010,8,1.0,Right Side(R),In The Paint (Non-RA),LAC,237,True,False,0,0
Jump Shot,Jump Shot,51,116,1,0,2010,12,1.0,Center(C),In The Paint (Non-RA),LAC,201,True,False,0,0
Layup Shot,Layup,-18,6,1,0,2010,1,0.0,Center(C),Restricted Area,LAC,114,True,False,0,0
Jump Shot,Jump Shot,-52,64,2,0,2010,8,0.0,Left Side(L),In The Paint (Non-RA),LAC,242,True,False,0,0
Finger Roll Layup Shot,Layup,4,11,3,0,2010,1,1.0,Center(C),Restricted Area,LAC,623,True,False,0,0
Turnaround Bank shot,Bank Shot,105,30,3,0,2010,10,1.0,Right Side(R),Mid-Range,LAC,601,True,False,0,0
Jump Shot,Jump Shot,-180,190,3,0,2010,26,1.0,Left Side Center(LC),Above the Break 3,LAC,308,False,True,0,0
Jump Shot,Jump Shot,-97,263,3,0,2010,28,0.0,Left Side Center(LC),Above the Break 3,LAC,276,False,True,0,0
Jump Shot,Jump Shot,-67,66,4,0,2010,9,0.0,Left Side(L),In The Paint (Non-RA),LAC,345,True,False,0,0
Running Jump Shot,Jump Shot,-5,94,4,0,2010,9,1.0,Center(C),In The Paint (Non-RA),LAC,41,True,False,0,0
Jump Shot,Jump Shot,-131,142,4,0,2010,19,1.0,Left Side Center(LC),Mid-Range,LAC,22,True,False,0,0
Slam Dunk Shot,Dunk,-6,12,1,0,2010,1,1.0,Center(C),Restricted Area,CHI,452,True,False,0,0
Driving Slam Dunk Shot,Dunk,-6,11,1,0,2010,1,1.0,Center(C),Restricted Area,CHI,362,True,False,0,0
Jump Shot,Jump Shot,-128,89,1,0,2010,15,0.0,Left Side(L),Mid-Range,CHI,135,True,False,0,0
Jump Shot,Jump Shot,-13,80,1,0,2010,8,0.0,Center(C),In The Paint (Non-RA),CHI,62,True,False,0,0
Jump Shot,Jump Shot,20,140,2,0,2010,14,1.0,Center(C),Mid-Range,CHI,359,True,False,0,0
Jump Shot,Jump Shot,-105,167,2,0,2010,19,0.0,Left Side Center(LC),Mid-Range,CHI,153,True,False,0,0
Layup Shot,Layup,-22,12,2,0,2010,2,0.0,Center(C),Restricted Area,CHI,33,True,False,0,0
Hook Shot,Hook Shot,23,58,3,0,2010,6,1.0,Center(C),In The Paint (Non-RA),CHI,621,True,False,0,0
Jump Shot,Jump Shot,-141,48,3,0,2010,14,1.0,Left Side(L),Mid-Range,CHI,573,True,False,0,0
Jump Shot,Jump Shot,94,143,3,0,2010,17,0.0,Right Side Center(RC),Mid-Range,CHI,416,True,False,0,0
Layup Shot,Layup,18,19,3,0,2010,2,0.0,Center(C),Restricted Area,CHI,398,True,False,0,0
Fadeaway Jump Shot,Jump Shot,166,41,3,0,2010,17,0.0,Right Side(R),Mid-Range,CHI,347,True,False,0,0
Driving Dunk Shot,Dunk,2,15,3,0,2010,1,1.0,Center(C),Restricted Area,CHI,335,True,False,0,0
Layup Shot,Layup,1,20,3,0,2010,2,0.0,Center(C),Restricted Area,CHI,109,True,False,0,0
Jump Shot,Jump Shot,70,170,3,0,2010,18,0.0,Right Side Center(RC),Mid-Range,CHI,48,True,False,0,0
Jump Shot,Jump Shot,-229,-11,4,0,2010,22,1.0,Left Side(L),Left Corner 3,CHI,499,False,True,0,0
Jump Shot,Jump Shot,144,230,4,0,2010,27,0.0,Right Side Center(RC),Above the Break 3,CHI,380,False,True,0,0
Driving Layup Shot,Layup,17,22,4,0,2010,2,1.0,Center(C),Restricted Area,CHI,357,True,False,0,0
Jump Shot,Jump Shot,-27,72,4,0,2010,7,1.0,Center(C),In The Paint (Non-RA),CHI,105,True,False,0,0
Jump Shot,Jump Shot,-138,228,4,0,2010,26,0.0,Left Side Center(LC),Above the Break 3,CHI,17,False,True,0,0
Jump Shot,Jump Shot,-139,227,4,0,2010,26,0.0,Left Side Center(LC),Above the Break 3,CHI,6,False,True,0,0
Jump Shot,Jump Shot,143,209,1,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,NJN,479,False,True,0,0
Jump Shot,Jump Shot,234,-10,1,0,2010,23,1.0,Right Side(R),Right Corner 3,NJN,330,False,True,0,0
Jump Shot,Jump Shot,237,94,2,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,NJN,186,False,True,0,0
Jump Bank Shot,Jump Shot,45,50,2,0,2010,6,0.0,Center(C),In The Paint (Non-RA),NJN,164,True,False,0,0
Fadeaway Jump Shot,Jump Shot,80,89,3,0,2010,11,0.0,Right Side(R),In The Paint (Non-RA),NJN,658,True,False,0,0
Driving Layup Shot,Layup,-19,7,3,0,2010,2,1.0,Center(C),Restricted Area,NJN,617,True,False,0,0
Turnaround Jump Shot,Jump Shot,54,74,3,0,2010,9,1.0,Right Side(R),In The Paint (Non-RA),NJN,363,True,False,0,0
Jump Shot,Jump Shot,23,162,3,0,2010,16,1.0,Center(C),Mid-Range,NJN,326,True,False,0,0
Jump Shot,Jump Shot,-166,1,3,0,2010,16,1.0,Left Side(L),Mid-Range,NJN,251,True,False,0,0
Turnaround Jump Shot,Jump Shot,108,135,3,0,2010,17,0.0,Right Side Center(RC),Mid-Range,NJN,219,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-40,153,4,0,2010,15,1.0,Center(C),Mid-Range,NJN,707,True,False,0,0
Jump Shot,Jump Shot,-93,131,4,0,2010,16,0.0,Left Side Center(LC),Mid-Range,NJN,622,True,False,0,0
Jump Bank Shot,Jump Shot,47,17,4,0,2010,4,1.0,Center(C),In The Paint (Non-RA),NJN,561,True,False,0,0
Jump Shot,Jump Shot,-205,138,1,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,WAS,614,False,True,0,0
Jump Shot,Jump Shot,-111,30,1,0,2010,11,0.0,Left Side(L),Mid-Range,WAS,296,True,False,0,0
Jump Shot,Jump Shot,218,151,1,0,2010,26,1.0,Right Side Center(RC),Above the Break 3,WAS,143,False,True,0,0
Jump Shot,Jump Shot,73,-2,2,0,2010,7,0.0,Center(C),In The Paint (Non-RA),WAS,293,True,False,0,0
Jump Shot,Jump Shot,-30,9,3,0,2010,3,0.0,Center(C),Restricted Area,WAS,679,True,False,0,0
Jump Bank Shot,Jump Shot,-111,55,3,0,2010,12,1.0,Left Side(L),Mid-Range,WAS,612,True,False,0,0
Jump Shot,Jump Shot,-231,-21,3,0,2010,23,1.0,Left Side(L),Left Corner 3,WAS,236,False,True,0,0
Jump Shot,Jump Shot,238,-26,3,0,2010,23,1.0,Right Side(R),Right Corner 3,WAS,179,False,True,0,0
Jump Shot,Jump Shot,179,190,3,0,2010,26,1.0,Right Side Center(RC),Above the Break 3,WAS,121,False,True,0,0
Jump Shot,Jump Shot,9,64,1,0,2010,6,1.0,Center(C),In The Paint (Non-RA),IND,217,True,False,0,0
Jump Shot,Jump Shot,171,228,1,0,2010,28,0.0,Right Side Center(RC),Above the Break 3,IND,191,False,True,0,0
Finger Roll Layup Shot,Layup,21,0,2,0,2010,2,1.0,Center(C),Restricted Area,IND,294,True,False,0,0
Jump Shot,Jump Shot,-65,116,2,0,2010,13,0.0,Center(C),In The Paint (Non-RA),IND,205,True,False,0,0
Jump Shot,Jump Shot,122,129,3,0,2010,17,0.0,Right Side Center(RC),Mid-Range,IND,667,True,False,0,0
Jump Shot,Jump Shot,-144,85,3,0,2010,16,1.0,Left Side(L),Mid-Range,IND,603,True,False,0,0
Step Back Jump shot,Jump Shot,244,12,3,0,2010,24,1.0,Right Side(R),Right Corner 3,IND,570,False,True,0,0
Jump Shot,Jump Shot,-221,124,3,0,2010,25,0.0,Left Side Center(LC),Above the Break 3,IND,501,False,True,0,0
Jump Shot,Jump Shot,1,165,3,0,2010,16,1.0,Center(C),Mid-Range,IND,472,True,False,0,0
Jump Shot,Jump Shot,-65,238,3,0,2010,24,1.0,Center(C),Above the Break 3,IND,317,False,True,0,0
Jump Shot,Jump Shot,-15,58,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),IND,280,True,False,0,0
Jump Shot,Jump Shot,114,178,3,0,2010,21,1.0,Right Side Center(RC),Mid-Range,IND,133,True,False,0,0
Jump Shot,Jump Shot,-120,225,4,0,2010,25,1.0,Left Side Center(LC),Above the Break 3,IND,332,False,True,0,0
Jump Shot,Jump Shot,-60,291,4,0,2010,29,1.0,Center(C),Above the Break 3,IND,295,False,True,0,0
Jump Shot,Jump Shot,-182,252,4,0,2010,31,0.0,Left Side Center(LC),Above the Break 3,IND,268,False,True,0,0
Jump Shot,Jump Shot,-149,359,4,0,2010,38,0.0,Left Side Center(LC),Above the Break 3,IND,56,False,True,0,0
Jump Shot,Jump Shot,1,263,1,0,2010,26,0.0,Center(C),Above the Break 3,PHI,616,False,True,0,0
Jump Shot,Jump Shot,-152,189,1,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,PHI,136,False,True,0,0
Jump Shot,Jump Shot,13,31,2,0,2010,3,0.0,Center(C),Restricted Area,PHI,281,True,False,0,0
Jump Shot,Jump Shot,171,195,3,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,PHI,549,False,True,0,0
Jump Shot,Jump Shot,157,80,3,0,2010,17,0.0,Right Side(R),Mid-Range,PHI,367,True,False,0,0
Fadeaway Bank shot,Jump Shot,1,58,3,0,2010,5,1.0,Center(C),In The Paint (Non-RA),PHI,357,True,False,0,0
Layup Shot,Layup,-13,3,3,0,2010,1,0.0,Center(C),Restricted Area,PHI,231,True,False,0,0
Driving Layup Shot,Layup,18,11,1,0,2010,2,0.0,Center(C),Restricted Area,TOR,587,True,False,0,0
Jump Shot,Jump Shot,-223,-5,1,0,2010,22,0.0,Left Side(L),Left Corner 3,TOR,579,False,True,0,0
Pullup Bank shot,Bank Shot,-75,33,1,0,2010,8,1.0,Left Side(L),In The Paint (Non-RA),TOR,417,True,False,0,0
Driving Slam Dunk Shot,Dunk,7,11,1,0,2010,1,1.0,Center(C),Restricted Area,TOR,367,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,-146,69,1,0,2010,16,0.0,Left Side(L),Mid-Range,TOR,332,True,False,0,0
Driving Reverse Layup Shot,Layup,-11,7,1,0,2010,1,1.0,Center(C),Restricted Area,TOR,230,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,-57,75,1,0,2010,9,0.0,Left Side(L),In The Paint (Non-RA),TOR,175,True,False,0,0
Fadeaway Jump Shot,Jump Shot,105,11,3,0,2010,10,1.0,Right Side(R),Mid-Range,TOR,693,True,False,0,0
Turnaround Jump Shot,Jump Shot,-34,15,3,0,2010,3,1.0,Center(C),Restricted Area,TOR,575,True,False,0,0
Jump Shot,Jump Shot,159,183,3,0,2010,24,0.0,Right Side Center(RC),Above the Break 3,TOR,451,False,True,0,0
Turnaround Fadeaway shot,Jump Shot,-35,156,4,0,2010,15,0.0,Center(C),Mid-Range,TOR,256,True,False,0,0
Alley Oop Layup shot,Layup,1,3,1,0,2010,0,1.0,Center(C),Restricted Area,MIL,454,True,False,1,0
Jump Shot,Jump Shot,116,146,1,0,2010,18,1.0,Right Side Center(RC),Mid-Range,MIL,417,True,False,1,0
Jump Shot,Jump Shot,141,119,1,0,2010,18,0.0,Right Side Center(RC),Mid-Range,MIL,327,True,False,1,0
Running Bank shot,Bank Shot,40,82,1,0,2010,9,0.0,Center(C),In The Paint (Non-RA),MIL,280,True,False,1,0
Jump Hook Shot,Jump Shot,9,45,2,0,2010,4,1.0,Center(C),In The Paint (Non-RA),MIL,236,True,False,1,0
Jump Shot,Jump Shot,88,405,2,0,2010,41,0.0,Back Court(BC),Above the Break 3,MIL,0,False,True,1,0
Turnaround Fadeaway shot,Jump Shot,89,9,3,0,2010,8,1.0,Right Side(R),Mid-Range,MIL,454,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-60,112,3,0,2010,12,1.0,Center(C),In The Paint (Non-RA),MIL,321,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-142,-3,3,0,2010,14,0.0,Left Side(L),Mid-Range,MIL,204,True,False,1,0
Jump Shot,Jump Shot,105,78,4,0,2010,13,1.0,Right Side(R),Mid-Range,MIL,239,True,False,1,0
Driving Layup Shot,Layup,-24,11,4,0,2010,2,0.0,Center(C),Restricted Area,MIL,179,True,False,1,0
Layup Shot,Layup,-10,50,4,0,2010,5,1.0,Center(C),In The Paint (Non-RA),MIL,156,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,-128,36,1,0,2010,13,0.0,Left Side(L),Mid-Range,MIA,516,True,False,1,0
Layup Shot,Layup,9,28,1,0,2010,2,0.0,Center(C),Restricted Area,MIA,376,True,False,1,0
Layup Shot,Layup,18,4,1,0,2010,1,0.0,Center(C),Restricted Area,MIA,295,True,False,1,0
Layup Shot,Layup,-2,17,1,0,2010,1,0.0,Center(C),Restricted Area,MIA,206,True,False,1,0
Jump Shot,Jump Shot,222,127,2,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,MIA,630,False,True,1,0
Slam Dunk Shot,Dunk,15,6,2,0,2010,1,1.0,Center(C),Restricted Area,MIA,599,True,False,1,0
Layup Shot,Layup,-15,9,2,0,2010,1,1.0,Center(C),Restricted Area,MIA,422,True,False,1,0
Fadeaway Bank shot,Jump Shot,-109,66,2,0,2010,12,1.0,Left Side(L),Mid-Range,MIA,264,True,False,1,0
Layup Shot,Layup,4,6,2,0,2010,0,0.0,Center(C),Restricted Area,MIA,228,True,False,1,0
Layup Shot,Layup,-2,14,2,0,2010,1,0.0,Center(C),Restricted Area,MIA,33,True,False,1,0
Jump Shot,Jump Shot,-168,12,3,0,2010,16,1.0,Left Side(L),Mid-Range,MIA,682,True,False,1,0
Jump Shot,Jump Shot,166,198,3,0,2010,25,1.0,Right Side Center(RC),Above the Break 3,MIA,613,False,True,1,0
Jump Shot,Jump Shot,4,184,3,0,2010,18,0.0,Center(C),Mid-Range,MIA,402,True,False,1,0
Jump Shot,Jump Shot,31,192,4,0,2010,19,0.0,Center(C),Mid-Range,MIA,698,True,False,1,0
Jump Shot,Jump Shot,-240,83,4,0,2010,25,0.0,Left Side(L),Left Corner 3,MIA,548,False,True,1,0
Layup Shot,Layup,-7,6,4,0,2010,0,1.0,Center(C),Restricted Area,MIA,193,True,False,1,0
Jump Bank Shot,Jump Shot,-133,69,1,0,2010,14,1.0,Left Side(L),Mid-Range,SAS,698,True,False,0,0
Jump Shot,Jump Shot,24,200,1,0,2010,20,1.0,Center(C),Mid-Range,SAS,666,True,False,0,0
Jump Shot,Jump Shot,-166,47,1,0,2010,17,0.0,Left Side(L),Mid-Range,SAS,644,True,False,0,0
Turnaround Jump Shot,Jump Shot,2,69,1,0,2010,6,1.0,Center(C),In The Paint (Non-RA),SAS,637,True,False,0,0
Jump Shot,Jump Shot,-27,60,1,0,2010,6,1.0,Center(C),In The Paint (Non-RA),SAS,558,True,False,0,0
Jump Shot,Jump Shot,-153,186,1,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,SAS,537,False,True,0,0
Jump Shot,Jump Shot,-30,101,1,0,2010,10,0.0,Center(C),In The Paint (Non-RA),SAS,471,True,False,0,0
Layup Shot,Layup,18,1,1,0,2010,1,0.0,Center(C),Restricted Area,SAS,326,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-100,11,1,0,2010,10,0.0,Left Side(L),Mid-Range,SAS,208,True,False,0,0
Turnaround Bank shot,Bank Shot,-138,56,1,0,2010,14,0.0,Left Side(L),Mid-Range,SAS,175,True,False,0,0
Layup Shot,Layup,13,0,2,0,2010,1,0.0,Center(C),Restricted Area,SAS,109,True,False,0,0
Jump Shot,Jump Shot,195,162,2,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,SAS,56,False,True,0,0
Jump Shot,Jump Shot,170,0,2,0,2010,17,0.0,Right Side(R),Mid-Range,SAS,29,True,False,0,0
Jump Shot,Jump Shot,-116,113,2,0,2010,16,0.0,Left Side Center(LC),Mid-Range,SAS,2,True,False,0,0
Jump Shot,Jump Shot,129,184,3,0,2010,22,0.0,Right Side Center(RC),Mid-Range,SAS,704,True,False,0,0
Turnaround Bank shot,Bank Shot,-120,28,3,0,2010,12,0.0,Left Side(L),Mid-Range,SAS,450,True,False,0,0
Jump Shot,Jump Shot,171,137,3,0,2010,21,0.0,Right Side Center(RC),Mid-Range,SAS,342,True,False,0,0
Jump Shot,Jump Shot,-106,231,3,0,2010,25,1.0,Left Side Center(LC),Above the Break 3,SAS,284,False,True,0,0
Jump Shot,Jump Shot,-7,255,4,0,2010,25,1.0,Center(C),Above the Break 3,SAS,458,False,True,0,0
Pullup Jump shot,Jump Shot,159,129,4,0,2010,20,0.0,Right Side Center(RC),Mid-Range,SAS,401,True,False,0,0
Jump Shot,Jump Shot,-172,167,4,0,2010,23,0.0,Left Side Center(LC),Above the Break 3,SAS,368,False,True,0,0
Jump Shot,Jump Shot,-232,17,4,0,2010,23,0.0,Left Side(L),Left Corner 3,SAS,309,False,True,0,0
Driving Layup Shot,Layup,6,22,4,0,2010,2,0.0,Center(C),Restricted Area,SAS,258,True,False,0,0
Layup Shot,Layup,23,-5,4,0,2010,2,0.0,Center(C),Restricted Area,SAS,203,True,False,0,0
Jump Shot,Jump Shot,-155,156,1,0,2010,21,0.0,Left Side Center(LC),Mid-Range,NOH,644,True,False,0,0
Jump Shot,Jump Shot,-138,97,1,0,2010,16,1.0,Left Side(L),Mid-Range,NOH,524,True,False,0,0
Jump Shot,Jump Shot,-57,142,1,0,2010,15,1.0,Center(C),Mid-Range,NOH,408,True,False,0,0
Jump Shot,Jump Shot,132,102,1,0,2010,16,1.0,Right Side Center(RC),Mid-Range,NOH,248,True,False,0,0
Jump Shot,Jump Shot,113,48,2,0,2010,12,0.0,Right Side(R),Mid-Range,NOH,272,True,False,0,0
Jump Shot,Jump Shot,162,31,2,0,2010,16,1.0,Right Side(R),Mid-Range,NOH,223,True,False,0,0
Jump Shot,Jump Shot,177,296,2,0,2010,34,0.0,Right Side Center(RC),Above the Break 3,NOH,0,False,True,0,0
Driving Layup Shot,Layup,17,6,3,0,2010,1,1.0,Center(C),Restricted Area,NOH,652,True,False,0,0
Jump Shot,Jump Shot,69,19,3,0,2010,7,1.0,Center(C),In The Paint (Non-RA),NOH,485,True,False,0,0
Jump Shot,Jump Shot,170,17,3,0,2010,17,1.0,Right Side(R),Mid-Range,NOH,437,True,False,0,0
Jump Shot,Jump Shot,-239,11,3,0,2010,23,0.0,Left Side(L),Left Corner 3,NOH,404,False,True,0,0
Jump Shot,Jump Shot,-237,4,4,0,2010,23,0.0,Left Side(L),Left Corner 3,NOH,304,False,True,0,0
Driving Layup Shot,Layup,20,15,4,0,2010,2,1.0,Center(C),Restricted Area,NOH,252,True,False,0,0
Layup Shot,Layup,17,9,1,0,2010,1,1.0,Center(C),Restricted Area,PHI,680,True,False,1,0
Pullup Jump shot,Jump Shot,-86,127,1,0,2010,15,1.0,Left Side(L),Mid-Range,PHI,554,True,False,1,0
Jump Shot,Jump Shot,-57,143,1,0,2010,15,0.0,Center(C),Mid-Range,PHI,501,True,False,1,0
Jump Shot,Jump Shot,10,194,1,0,2010,19,0.0,Center(C),Mid-Range,PHI,479,True,False,1,0
Driving Slam Dunk Shot,Dunk,0,15,1,0,2010,1,1.0,Center(C),Restricted Area,PHI,424,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,48,172,1,0,2010,17,1.0,Center(C),Mid-Range,PHI,378,True,False,1,0
Turnaround Bank shot,Bank Shot,97,30,2,0,2010,10,0.0,Right Side(R),Mid-Range,PHI,322,True,False,1,0
Jump Bank Shot,Jump Shot,-24,36,2,0,2010,4,1.0,Center(C),In The Paint (Non-RA),PHI,211,True,False,1,0
Hook Shot,Hook Shot,2,55,3,0,2010,5,0.0,Center(C),In The Paint (Non-RA),PHI,649,True,False,1,0
Driving Dunk Shot,Dunk,6,23,3,0,2010,2,1.0,Center(C),Restricted Area,PHI,637,True,False,1,0
Jump Shot,Jump Shot,154,80,3,0,2010,17,0.0,Right Side(R),Mid-Range,PHI,474,True,False,1,0
Jump Shot,Jump Shot,168,190,3,0,2010,25,1.0,Right Side Center(RC),Above the Break 3,PHI,282,False,True,1,0
Driving Layup Shot,Layup,21,7,3,0,2010,2,1.0,Center(C),Restricted Area,PHI,158,True,False,1,0
Jump Shot,Jump Shot,-166,186,3,0,2010,24,0.0,Left Side Center(LC),Above the Break 3,PHI,81,False,True,1,0
Jump Shot,Jump Shot,7,134,3,0,2010,13,1.0,Center(C),In The Paint (Non-RA),PHI,58,True,False,1,0
Layup Shot,Layup,7,26,3,0,2010,2,0.0,Center(C),Restricted Area,PHI,28,True,False,1,0
Jump Shot,Jump Shot,-71,162,4,0,2010,17,1.0,Left Side Center(LC),Mid-Range,PHI,399,True,False,1,0
Fadeaway Jump Shot,Jump Shot,-18,156,4,0,2010,15,1.0,Center(C),Mid-Range,PHI,144,True,False,1,0
Jump Shot,Jump Shot,157,101,4,0,2010,18,0.0,Right Side(R),Mid-Range,PHI,114,True,False,1,0
Jump Shot,Jump Shot,-139,104,4,0,2010,17,0.0,Left Side Center(LC),Mid-Range,PHI,33,True,False,1,0
Jump Shot,Jump Shot,29,9,1,0,2010,3,0.0,Center(C),Restricted Area,MEM,348,True,False,1,0
Jump Shot,Jump Shot,2,165,1,0,2010,16,0.0,Center(C),Mid-Range,MEM,146,True,False,1,0
Jump Shot,Jump Shot,53,23,2,0,2010,5,0.0,Center(C),In The Paint (Non-RA),MEM,205,True,False,1,0
Jump Shot,Jump Shot,165,200,2,0,2010,25,0.0,Right Side Center(RC),Above the Break 3,MEM,53,False,True,1,0
Jump Shot,Jump Shot,7,263,3,0,2010,26,0.0,Center(C),Above the Break 3,MEM,682,False,True,1,0
Layup Shot,Layup,20,12,3,0,2010,2,1.0,Center(C),Restricted Area,MEM,612,True,False,1,0
Jump Shot,Jump Shot,72,34,3,0,2010,7,1.0,Center(C),In The Paint (Non-RA),MEM,584,True,False,1,0
Jump Shot,Jump Shot,-164,105,3,0,2010,19,0.0,Left Side(L),Mid-Range,MEM,542,True,False,1,0
Jump Shot,Jump Shot,28,34,3,0,2010,4,1.0,Center(C),In The Paint (Non-RA),MEM,534,True,False,1,0
Fadeaway Jump Shot,Jump Shot,45,93,3,0,2010,10,1.0,Center(C),In The Paint (Non-RA),MEM,431,True,False,1,0
Jump Shot,Jump Shot,108,252,3,0,2010,27,0.0,Right Side Center(RC),Above the Break 3,MEM,375,False,True,1,0
Step Back Jump shot,Jump Shot,0,157,3,0,2010,15,1.0,Center(C),Mid-Range,MEM,333,True,False,1,0
Jump Shot,Jump Shot,-179,78,3,0,2010,19,0.0,Left Side(L),Mid-Range,MEM,290,True,False,1,0
Jump Shot,Jump Shot,-175,94,3,0,2010,19,0.0,Left Side(L),Mid-Range,MEM,199,True,False,1,0
Jump Shot,Jump Shot,185,189,3,0,2010,26,0.0,Right Side Center(RC),Above the Break 3,MEM,141,False,True,1,0
Jump Shot,Jump Shot,-144,242,4,0,2010,28,0.0,Left Side Center(LC),Above the Break 3,MEM,422,False,True,1,0
Jump Shot,Jump Shot,40,64,4,0,2010,7,1.0,Center(C),In The Paint (Non-RA),MEM,380,True,False,1,0
Driving Layup Shot,Layup,-11,9,4,0,2010,1,1.0,Center(C),Restricted Area,MEM,350,True,False,1,0
Jump Shot,Jump Shot,94,206,1,0,2010,22,0.0,Right Side Center(RC),Mid-Range,DET,513,True,False,1,0
Layup Shot,Layup,20,14,1,0,2010,2,0.0,Center(C),Restricted Area,DET,468,True,False,1,0
Jump Shot,Jump Shot,9,124,1,0,2010,12,0.0,Center(C),In The Paint (Non-RA),DET,251,True,False,1,0
Layup Shot,Layup,0,23,1,0,2010,2,0.0,Center(C),Restricted Area,DET,88,True,False,1,0
Jump Shot,Jump Shot,24,56,1,0,2010,6,0.0,Center(C),In The Paint (Non-RA),DET,25,True,False,1,0
Jump Shot,Jump Shot,146,373,1,0,2010,40,0.0,Right Side Center(RC),Above the Break 3,DET,0,False,True,1,0
Pullup Jump shot,Jump Shot,-105,12,2,0,2010,10,1.0,Left Side(L),Mid-Range,DET,474,True,False,1,0
Layup Shot,Layup,6,19,2,0,2010,1,1.0,Center(C),Restricted Area,DET,418,True,False,1,0
Jump Shot,Jump Shot,-84,85,2,0,2010,11,0.0,Left Side(L),Mid-Range,DET,306,True,False,1,0
Driving Jump shot,Jump Shot,23,22,2,0,2010,3,1.0,Center(C),Restricted Area,DET,216,True,False,1,0
Driving Layup Shot,Layup,23,12,2,0,2010,2,0.0,Center(C),Restricted Area,DET,51,True,False,1,0
